Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.100000	0.452425	0.644682	2.126993	84.275612	80.600000	15.150000	
0.100000	0.454043	0.907141	2.066663	84.225561	71.710000	18.280000	
0.100000	0.454227	0.765677	2.321020	84.073322	76.080000	15.170000	
0.100000	0.453306	0.678983	2.379353	84.165083	78.710000	16.850000	
0.100000	0.449413	0.862555	2.447396	84.286039	73.630000	14.820000	
0.100000	0.440924	0.720137	2.431550	84.563406	77.880000	14.830000	
0.100000	0.451002	0.599692	2.873391	84.454962	81.420000	10.940000	
0.100000	0.444655	0.707226	2.244136	84.726072	79.310000	18.950000	
0.100000	0.452231	0.597335	2.236084	84.313150	81.390000	16.800000	
0.100000	0.446315	0.617899	3.135830	84.479987	81.320000	10.110000	
0.100000	0.444044	0.652008	2.626431	84.450791	80.040000	13.800000	
0.100000	0.450980	0.653744	2.700275	84.271441	80.370000	14.020000	
0.100000	0.447359	0.680794	2.391736	84.369458	78.850000	15.610000	
0.100000	0.442340	0.608344	2.587340	84.550893	81.510000	13.670000	
0.100000	0.447177	0.704864	2.462647	84.336090	78.520000	16.920000	
0.100000	0.444177	0.721729	2.352272	84.442449	78.520000	16.300000	
0.100000	0.445567	0.798140	2.264702	84.409082	75.950000	16.200000	
0.100000	0.441935	0.845718	2.462768	84.688533	74.470000	17.430000	
0.100000	0.447886	0.712973	2.752011	84.327749	77.740000	12.910000	
0.100000	0.443430	0.633179	2.784359	84.463304	80.550000	10.300000	
0.100000	0.443757	0.685424	2.609212	84.417424	79.650000	16.080000	
0.100000	0.446189	0.673813	2.342960	84.206792	79.210000	14.910000	
0.100000	0.441624	0.652439	2.562501	84.548808	80.170000	16.620000	
0.100000	0.443780	0.668234	2.231127	84.552979	79.100000	15.680000	
0.100000	0.439974	0.587845	3.016879	84.659337	82.090000	13.380000	
0.100000	0.437763	0.992661	2.441473	84.822003	73.130000	15.550000	
0.100000	0.438728	0.704104	2.552504	84.484158	79.030000	15.440000	
0.100000	0.446472	0.675298	2.717096	84.313150	79.290000	13.670000	
0.010000	0.230622	0.434204	3.458574	92.239991	85.910000	15.410000	
0.010000	0.121476	0.452314	3.988927	96.248250	85.560000	15.390000	
0.010000	0.076393	0.474717	4.369013	97.787322	85.460000	15.530000	
0.010000	0.051728	0.490365	4.719512	98.606909	85.430000	15.440000	
0.010000	0.035255	0.474278	5.255787	99.163728	85.750000	14.500000	
0.010000	0.023152	0.505680	5.331906	99.501573	85.250000	15.670000	
0.010000	0.016368	0.490031	5.871649	99.712205	85.960000	14.560000	
0.010000	0.011589	0.511297	5.769409	99.841504	85.370000	15.680000	
0.010000	0.010254	0.471130	6.201473	99.851932	86.460000	13.960000	
0.010000	0.007361	0.503235	6.001940	99.927009	85.760000	15.170000	
0.010000	0.006167	0.503068	6.014994	99.949949	86.050000	14.820000	
0.010000	0.005277	0.503211	6.067142	99.966633	85.960000	15.190000	
0.010000	0.004931	0.506485	6.031438	99.964547	85.690000	15.250000	
0.010000	0.004511	0.493959	6.063174	99.972889	85.870000	15.030000	
0.010000	0.003821	0.479126	6.219373	99.991658	86.300000	14.440000	
0.010000	0.003725	0.454879	6.332266	99.985402	86.850000	13.650000	
0.010000	0.003251	0.476601	6.125675	99.993744	86.320000	14.530000	
0.010000	0.003418	0.463518	6.165199	99.989573	86.620000	14.160000	
