Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.010000	0.002067	0.281909	0.000768	100.000000	91.700000	99.990000	
0.010000	0.002061	0.281670	0.000624	100.000000	91.730000	99.990000	
0.010000	0.002123	0.284047	0.000670	100.000000	91.630000	99.990000	
0.010000	0.002061	0.282385	0.000899	100.000000	91.770000	99.990000	
0.010000	0.002050	0.282613	0.000955	100.000000	91.930000	99.990000	
0.010000	0.001987	0.284264	0.000766	100.000000	91.780000	99.990000	
0.010000	0.001982	0.282552	0.000827	100.000000	91.740000	99.990000	
0.010000	0.002032	0.283634	0.000721	100.000000	91.760000	99.990000	
0.010000	0.001964	0.281312	0.000839	100.000000	91.840000	99.980000	
0.010000	0.001969	0.283029	0.000939	100.000000	91.740000	99.980000	
0.010000	0.001906	0.281404	0.000637	100.000000	91.840000	99.990000	
0.010000	0.001954	0.280197	0.000883	100.000000	91.790000	99.990000	
0.010000	0.001927	0.279987	0.001083	100.000000	91.930000	99.980000	
0.010000	0.001929	0.280113	0.000838	100.000000	91.910000	99.990000	
0.010000	0.002055	0.282485	0.000771	99.997915	91.840000	99.990000	
