Learning Rate	Train Loss	Benign Valid Loss	Poisoned Valid Loss	Train ACC.	Benign Valid ACC.	Poisoned Valid ACC.	
0.010000	0.043649	0.461891	0.007015	98.598567	88.480000	99.790000	
0.010000	0.040160	0.445114	0.289594	98.717438	88.500000	93.920000	
0.010000	0.041243	0.486917	0.001011	98.669473	87.820000	99.970000	
0.010000	0.040510	0.446974	0.006945	98.629849	89.130000	99.820000	
0.010000	0.037612	0.552522	0.000015	98.782088	87.240000	100.000000	
0.010000	0.047071	2.298735	0.599203	98.504721	57.630000	88.640000	
0.010000	0.047800	0.475267	0.000855	98.444243	87.950000	99.990000	
0.001000	0.017933	0.365618	0.001651	99.470291	90.770000	99.970000	
0.001000	0.007151	0.360897	0.001840	99.841504	91.060000	99.970000	
0.001000	0.004697	0.362565	0.001738	99.920752	91.100000	99.970000	
0.001000	0.003612	0.363023	0.001713	99.960376	91.250000	99.970000	
0.001000	0.002929	0.368590	0.001826	99.972889	91.240000	99.970000	
0.001000	0.002684	0.368237	0.001676	99.983316	91.400000	99.970000	
0.001000	0.002363	0.370310	0.001739	99.987487	91.220000	99.970000	
0.001000	0.002207	0.371501	0.001765	99.987487	91.110000	99.970000	
0.001000	0.001758	0.370328	0.001780	99.997915	91.320000	99.970000	
0.001000	0.001727	0.374587	0.001716	99.993744	91.350000	99.970000	
0.001000	0.001524	0.373876	0.001668	99.997915	91.340000	99.980000	
0.001000	0.001637	0.377449	0.002018	99.993744	91.430000	99.960000	
0.001000	0.001638	0.377322	0.001791	99.991658	91.310000	99.960000	
0.001000	0.001385	0.379696	0.001826	99.997915	91.320000	99.970000	
0.001000	0.001314	0.380563	0.001873	99.997915	91.450000	99.970000	
0.001000	0.001372	0.378264	0.001917	99.991658	91.440000	99.960000	
0.001000	0.001202	0.378863	0.001941	99.997915	91.410000	99.960000	
0.001000	0.001159	0.380222	0.001975	100.000000	91.450000	99.970000	
0.001000	0.001170	0.381378	0.002052	99.997915	91.500000	99.970000	
0.001000	0.001141	0.381145	0.001976	100.000000	91.440000	99.970000	
0.001000	0.001144	0.383193	0.002369	99.997915	91.580000	99.960000	
0.001000	0.001081	0.382436	0.001921	100.000000	91.530000	99.970000	
0.001000	0.001063	0.383054	0.002166	100.000000	91.440000	99.960000	
0.001000	0.001047	0.382479	0.002014	99.997915	91.470000	99.960000	
0.001000	0.001041	0.384680	0.001916	99.997915	91.560000	99.970000	
0.001000	0.001128	0.387073	0.002253	99.993744	91.540000	99.970000	
0.001000	0.001018	0.383600	0.002354	100.000000	91.580000	99.960000	
0.001000	0.000971	0.386224	0.002018	100.000000	91.420000	99.970000	
0.001000	0.000978	0.389904	0.001918	100.000000	91.550000	99.970000	
0.001000	0.000968	0.389212	0.002209	100.000000	91.560000	99.970000	
